8,220,26326,1,1,1
19,220,28900,1,1,1
30,220,31595,1,1,1
41,220,34411,1,1,1
52,220,37348,1,1,1
63,220,40406,1,1,1
74,220,43585,1,1,1
107,220,53848,1,1,1
118,220,57511,1,1,1
140,220,65200,1,1,1
151,220,69226,1,1,1
239,220,105790,1,1,1
217,221,96362,1,1,1
349,221,162956,1,2,1
338,224,158427,1,2,1
262,226,119542,1,2,1
82,228,48433,1,1,1
172,232,82042,1,1,1
227,232,105802,1,1,1
98,234,55512,1,1,1
274,234,129520,1,2,1
306,234,146304,1,2,1
110,235,59920,1,1,1
286,235,136216,1,2,1
256,244,125494,1,2,1
0,245,30380,1,1,1
6,246,32124,1,1,1
17,246,34962,1,1,1
28,246,37921,1,1,1
50,246,44202,1,1,1
61,246,47524,1,1,1
72,246,50967,1,1,1
83,246,54531,1,1,1
127,246,69997,1,1,1
138,246,74166,1,1,1
182,246,92052,1,1,1
99,247,60278,1,1,1
246,247,122018,1,1,1
275,247,136750,1,2,1
323,247,162982,1,2,1
217,249,109060,1,1,1
39,253,43031,1,1,1
172,255,91633,1,1,1
238,257,123017,1,1,2
349,258,184786,1,2,2
306,260,160721,1,2,2
28,264,43042,1,1,2
50,264,49719,1,1,2
61,264,53239,1,1,2
220,265,118120,1,1,2
0,267,36045,1,1,2
88,267,63457,1,1,2
264,267,141513,1,2,2
316,267,170503,1,2,2
295,268,159034,1,2,2
165,270,95100,1,1,2
172,270,98173,1,1,2
330,270,180570,1,2,2
44,272,50358,1,1,2
132,272,82082,1,1,2
143,272,86592,1,1,2
187,272,105842,1,1,2
209,272,116193,1,1,2
231,272,127028,1,1,2
99,273,69651,1,1,2
110,273,73809,1,1,2
246,273,135213,1,1,2
275,273,150699,1,2,2
121,274,78484,1,1,2
154,274,92080,1,1,2
338,274,187852,1,2,2
193,276,110491,1,1,2
237,276,132117,1,1,2
6,280,41321,1,1,2
28,280,47866,1,1,2
50,280,54895,1,1,2
61,280,58591,1,1,2
217,280,124033,1,1,2
17,282,45132,1,1,2
72,282,63117,1,1,2
306,285,175221,1,2,2
246,294,146364,1,1,2
0,295,43955,1,1,2
295,299,177014,1,2,2
317,299,190335,1,2,2
269,300,162465,1,2,2
17,301,51022,1,1,2
28,301,54586,1,1,2
61,301,66004,1,1,2
72,301,70052,1,1,2
105,301,82922,1,1,2
116,301,87454,1,1,2
149,301,101776,1,1,2
160,301,106792,1,1,2
182,301,117187,1,1,2
193,301,122566,1,1,2
226,301,139429,1,1,2
281,301,169954,1,2,2
50,302,62430,1,1,2
323,302,195927,1,2,2
43,303,60334,1,1,2
131,303,94698,1,1,2
262,303,160198,1,2,2
350,303,213834,1,2,2
87,308,78518,1,1,2
247,310,155713,1,1,2
0,312,49140,1,1,2
8,315,52641,1,1,2
19,315,56260,1,1,2
30,315,60000,1,1,2
52,315,67843,1,1,2
63,315,71946,1,1,2
74,315,76170,1,1,2
96,315,84981,1,1,2
107,315,89568,1,1,2
118,315,94276,1,1,2
140,315,104055,1,1,2
151,315,109126,1,1,2
162,315,114318,1,1,2
184,315,125065,1,1,2
206,315,136296,1,1,2
239,315,154050,1,1,2
272,315,172893,1,2,2
294,315,186060,1,2,2
176,316,121594,1,1,2
220,317,144770,1,1,2
231,317,150743,1,1,2
308,317,195942,1,2,2
316,319,202249,1,2,2
338,319,216472,1,2,2
194,327,136308,1,1,2
323,328,212554,1,2,2
218,334,152962,1,1,2
262,334,178240,1,2,2
0,335,56615,1,1,2
182,338,135798,1,1,2
306,338,208028,1,2,2
39,340,72350,1,1,2
50,340,76585,1,1,2
83,340,90016,1,1,2
94,340,94735,1,1,2
105,340,99575,1,1,2
127,340,109618,1,1,2
149,340,120145,1,1,2
160,340,125590,1,1,2
226,340,160801,1,1,2
270,340,186695,1,2,2
6,341,60719,1,1,2
17,341,64602,1,1,2
28,341,68606,1,1,2
61,341,81344,1,1,2
72,341,85832,1,1,2
116,341,104994,1,1,2
138,342,115782,1,1,2
193,342,143722,1,1,2
204,342,149673,1,1,2
237,342,168252,1,1,2
281,342,194718,1,2,2
316,345,219136,1,2,2
338,345,233931,1,2,2
346,348,241513,1,2,2
306,358,221138,1,2,2
299,363,219816,1,2,2
0,364,66794,1,1,2
88,364,102742,1,1,2
165,364,140549,1,1,2
176,364,146434,1,1,2
209,364,164815,1,1,2
247,364,187330,1,1,2
264,364,197870,1,2,2
275,364,204844,1,2,2
6,365,69371,1,1,2
17,365,73518,1,1,2
28,365,77786,1,1,2
50,365,86685,1,1,2
61,365,91316,1,1,2
72,365,96068,1,1,2
94,365,105935,1,1,2
105,365,111050,1,1,2
116,365,116286,1,1,2
143,365,129651,1,1,2
187,365,152993,1,1,2
231,365,178271,1,1,2
43,366,84211,1,1,2
131,366,124119,1,1,2
219,366,171771,1,1,2
196,368,159698,1,1,2
284,368,213246,1,2,2
323,369,240147,1,2,2
316,374,238769,1,2,2
338,374,254202,1,2,2
346,374,259934,1,2,2
6,378,74298,1,1,2
17,378,78588,1,1,2
28,378,82999,1,1,2
50,378,92184,1,1,2
61,378,96958,1,1,2
116,378,122643,1,1,2
271,378,211303,1,2,2
43,382,90907,1,1,2
176,387,159153,1,1,2
187,388,165988,1,1,2
299,388,236716,1,2,2
338,388,264289,1,2,2
0,389,76244,1,1,2
99,389,119705,1,1,2
110,389,125139,1,1,2
143,389,142167,1,1,2
154,389,148085,1,1,2
209,389,179490,1,1,2
220,389,186134,1,1,2
231,389,192899,1,1,2
308,389,243642,1,2,2
165,390,154680,1,1,2
74,392,109203,1,1,2
85,392,114395,1,1,2
248,392,205512,1,1,2
259,392,212618,1,2,2
29,393,89646,1,1,2
43,395,96536,1,1,2
131,395,138996,1,1,2
323,395,258516,1,2,2
17,397,86302,1,1,2
346,397,276793,1,2,2
6,398,82208,1,1,2
61,398,105968,1,1,2
